Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,Table 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Telstra Lost Time Injury Performance Indicators1,2,3",,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY23,FY22,FY21,FY20,FY19,% change FY22 - FY23,,,,,,,,,,,,,,,,,,,,,,,
,"LTIFR 2,3",3.79,3.94,2.67,2.3,2.3,-0.03807106598984769,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 - Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 - LTIFR is the reported number per million hours worked of all work-related injuries or diseases that result in one or more days of lost time (for Australian-based Telstra employees). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 - This metric is no longer dependent on having a worker’s compensation claim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 - We have restated data from FY22 to account for increase in LTIFR due to escalation in injury severity post initial report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"High severity outcomes recorded 1,2",,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
,Total work related incidents reported,5725,3697,3583,3108,3557,,,,,,,,,,,,,,,,,,,,,,,,
,Total % resulting in a high severity outcome,0.0948,0.1471,0.1579,0.1959,0.2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2. High severity injuries are work related incidents resulting in medical treatment, modified duties or one or more days of lost time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Discrimination complaints1,,,,,,,,,,GRI Standards 406-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
,Total number of internal discrimination complaints,31,17,12,5,11,,,,,,,,,,,,,,,,,,,,,,,,
,Number of claims closed at 30 June,20,16,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,
,Number of claims open at 30 June,11,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sexual harassment complaints1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
,Total number of internal sexual harassment complaints,23,19,12,15,15,,,,,,,,,,,,,,,,,,,,,,,,
,Number of claims closed at 30 June,17,18,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,
,Number of claims open at 30 June,6,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bigger Picture 2023 Sustainability Report ,,,,,,,,,,,,,,,,,,,
