Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,"4. Active, Inactive, Care and Maintenance or Closed. We take closed to mean a closure plan was developed and approved by  the relevant local government agency, and key stakeholders were involved in its development; a closed facility means the noted approved closure plan was fully implemented or  the closure plan is in the process of being implemented. A  facility that is inactive or under care and maintenance is not  considered closed until such time a closure plan has been implemented.",,,,GISTM: Global Industry Standard on Tailings Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,GNR: Government National Regulations (Regulations regarding safety of dams),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5. When initial operation commenced.,,,,"OMS: Operations, Maintenance and Surveillance manual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"6. Yes or No. If no, more information is provided in question 20.",,,,RSA: Residue Storage Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"7. Upstream, Centreline, Modified Centreline, Downstream, Landform, Other.",,,,SABS: South African National Standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9. As of 30 June 2022. ,,,,SEMA: Brazilian Environment Secretariat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10. As planned for June 2027.,,,,SEP: Solar Evaporation Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11. Independent means independent of South32.,,,,SIGBM: Brazilian Integrated Management System for Dam Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12. Yes or No. All necessary documents are in place to make an informed and substantiated decision on the safety of the dam, be it an old facility, or an acquisition, or legacy site.",,,,SP:  Setting Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15. Yes or No. A Yes answer may not indicate heightened risk. Stability concerns might include toe seepage, dam movement, overtopping, spillway failure or piping. If yes, detail on mitigation actions are provided. We also note that this question does not bear upon the appropriateness of the criteria, but rather the stewardship levels of the facility or the dam.",,,,TARP: Trigger Action Response Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,TP: Tailings Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16. Answers may be Both.,,,,TSF: Tailings Storage Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"17. Yes or No. If yes, date is included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18. Both parts of the question is answered i.e. a) Yes and b) Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19. Yes or No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20. Further context on answers and numbers refer to questions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
